# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	Sample Type	Sample_Name_Seq_R1	UUID1_R1	Sample_Name_Seq_R2	UUID_R2
C3N-01758	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01758_tumor.transcripts.gtf.gz	19816605	gtf	416168a623e0ca8489f69d9b918f2afd	tumor	C3N-01758.RNA-Seq.R1.T	11c566e5-9dbf-446c-8f74-2a5bccdc5ac7	C3N-01758.RNA-Seq.R2.T	7c46b56e-2c5b-4ccb-bf95-18dc3cb1390e
C3N-01761	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01761_tissue_normal.transcripts.gtf.gz	20523617	gtf	6e90fb5c8c23fd2206aaa21578c33538	tissue_normal	C3N-01761.RNA-Seq.R1.A	d3dcaa5c-6f97-4a6a-9391-455c3cab46ca	C3N-01761.RNA-Seq.R2.A	f5c08b0d-bf9c-4952-8dea-e834e6c02edc
C3N-01761	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01761_tumor.transcripts.gtf.gz	19360823	gtf	5ac586709d65f0298f9c7c268a76db75	tumor	C3N-01761.RNA-Seq.R1.T	42123135-cc12-4961-990d-38bde0dc0f0d	C3N-01761.RNA-Seq.R2.T	8aed8995-cd70-4c88-b44f-be92eedfa7c9
C3N-01763	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01763_tumor.transcripts.gtf.gz	19657704	gtf	efeb2a377f7cd5faa6548d52c5e6bb65	tumor	C3N-01763.RNA-Seq.R1.T	0ec582f3-4c3e-4cd5-af45-8a041b11e71a	C3N-01763.RNA-Seq.R2.T	adbc8553-ce20-401b-be51-9808d7604857
C3N-01765	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01765_tissue_normal.transcripts.gtf.gz	20214176	gtf	22a940c913a167452aafc015f5ac9121	tissue_normal	C3N-01765.RNA-Seq.R1.A	8b854d30-5075-414f-b02f-8d68ede6807d	C3N-01765.RNA-Seq.R2.A	09e26c8f-83b4-4d54-95ed-e7d58df8fc7b
C3N-01765	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01765_tumor.transcripts.gtf.gz	20003471	gtf	49d632c0fd785f4f124e7474578d32ee	tumor	C3N-01765.RNA-Seq.R1.T	bb95410d-8d96-4e89-87f0-3b99e2df0819	C3N-01765.RNA-Seq.R2.T	09364581-4838-4c36-82b6-22479bab4426
C3N-01798	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01798_tumor.transcripts.gtf.gz	22022955	gtf	dd126fb133e7f1909e619bc4a4f99e2f	tumor	C3N-01798.RNA-Seq.R1.T	005e5a7c-4809-472d-8819-a25f7833a631	C3N-01798.RNA-Seq.R2.T	bbf5b3a8-d267-4999-8a95-583d264a55d8
C3N-01806	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01806_tissue_normal.transcripts.gtf.gz	21590363	gtf	600880b14b5a3553719cb0cce0842ea2	tissue_normal	C3N-01806.RNA-Seq.R1.A	bcf0ebc5-4f98-41fb-98d5-70483aac5e09	C3N-01806.RNA-Seq.R2.A	75b2022c-28f9-4b36-81c5-83347dd4ef92
C3N-01806	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01806_tumor.transcripts.gtf.gz	19923634	gtf	f284f0730902ce05c7a6d959e6cd13bb	tumor	C3N-01806.RNA-Seq.R1.T	acb2aa7e-d05f-4fbc-acab-292f9953f064	C3N-01806.RNA-Seq.R2.T	962cc125-5e3b-4b43-afa5-e5e2819cd3d1
C3N-01814	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01814_tumor.transcripts.gtf.gz	21217085	gtf	0bb25fff9bf2b7c9c5c95a1ee79bb038	tumor	C3N-01814.RNA-Seq.R1.T	6e1afdd8-fa3d-4cd2-a8f9-1b1206045082	C3N-01814.RNA-Seq.R2.T	bf1337a9-d5ba-4ed0-a2d3-851e9dd52394
C3N-01815	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01815_tumor.transcripts.gtf.gz	21865623	gtf	52a3497874c447dee498fefcf9d4934e	tumor	C3N-01815.RNA-Seq.R1.T	44da4b86-b09e-49fc-a36a-e2651a289532	C3N-01815.RNA-Seq.R2.T	4e0cc165-8e13-4d78-949d-51cd14172790
C3N-01816	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01816_tumor.transcripts.gtf.gz	20408094	gtf	216e0cdef64511b6d9ae730a35a9c25a	tumor	C3N-01816.RNA-Seq.R1.T	d4c2e7c6-bb6b-485e-8d1e-08fe07af549c	C3N-01816.RNA-Seq.R2.T	c37234b3-f608-4174-a9fd-a03511073262
C3N-01817_tumor	GBM	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01817_tumor.transcripts.gtf.gz	21649863	gtf	bf61d1067cf43a0f08996fdcaf6f095d	tumor	C3N-01817.RNA-Seq.R1.T	c24a72e7-f939-4b69-a24a-f7f1d8011b72	C3N-01817.RNA-Seq.R2.T	6e4aa4de-3c71-4ec5-ab3f-d641db93838a
C3N-01818	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01818_tumor.transcripts.gtf.gz	22175026	gtf	4b8a032571fe6fc0f8e42af2997dc8e2	tumor	C3N-01818.RNA-Seq.R1.T	b0e38c05-ac09-4c1c-bb1d-b548599b093b	C3N-01818.RNA-Seq.R2.T	71ab0297-dec9-45f2-a48a-37d19aa41426
C3N-01828	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01828_tissue_normal.transcripts.gtf.gz	20169277	gtf	8ce17e5313b91a459bf83c92854d0e23	tissue_normal	C3N-01828.RNA-Seq.R1.A	88455df6-837c-46c9-af08-4cdb5d74b947	C3N-01828.RNA-Seq.R2.A	01bb34cf-1129-4513-ab29-bdce592de42b
C3N-01828	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01828_tumor.transcripts.gtf.gz	19335250	gtf	4d52469232f287aa03391b2d212d357b	tumor	C3N-01828.RNA-Seq.R1.T	788342e9-7521-48ec-9bce-3a8c71bc6dc2	C3N-01828.RNA-Seq.R2.T	bcf7727b-fc8e-4fbc-91ed-1f27520ea6c5
C3N-01830_tissue_normal	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01830_tissue_normal.transcripts.gtf.gz	19289323	gtf	30665732ec9a7fc6b69cc3e1599cb97d	tissue_normal	C3N-01830.RNA-Seq.R1.A	ac9789d6-fac8-4e2e-8dd7-5607b8de5ff5	C3N-01830.RNA-Seq.R2.A	19eab5b2-9e9a-4cdd-a551-c9bd2838a92c
C3N-01830_tumor	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01830_tumor.transcripts.gtf.gz	21085794	gtf	300e39e38b1c2a4db91198d8241b1903	tumor	C3N-01830.RNA-Seq.R1.T	aaf08754-43f6-42f6-b119-8877fb53c583	C3N-01830.RNA-Seq.R2.T	f89ea58d-d97e-43bf-8cb5-7afe7f304350
C3N-01843_tumor	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01843_tumor.transcripts.gtf.gz	21376175	gtf	c8d3cfed5d9742ff10c17b2caf4d43c5	tumor	C3N-01843.RNA-Seq.R1.T	1ce39b71-9979-4cf0-b1fa-f7dd78e1775c	C3N-01843.RNA-Seq.R2.T	716fbb61-c173-4b1c-bfe6-dbb2253ac40b
C3N-01846	LSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01846_tissue_normal.transcripts.gtf.gz	21334636	gtf	62291662f70700ed7318cb60ec5d25d4	tissue_normal	C3N-01846.RNA-Seq.R1.A	8fdec590-e14f-43d1-b9b0-09521ef2894f	C3N-01846.RNA-Seq.R2.A	a4a4a7fd-115a-4337-9000-0ab0ffd38450
C3N-01846	LSCC	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01846_tumor.transcripts.gtf.gz	20760720	gtf	ce7a1c08e74910a11290e5e13fe5aaba	tumor	C3N-01846.RNA-Seq.R1.T	318bc3c8-3804-423c-ac02-32b16694ac35	C3N-01846.RNA-Seq.R2.T	4adcca16-1732-4c17-8c4b-6fa33752717a
C3N-01847_tissue_normal	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01847_tissue_normal.transcripts.gtf.gz	19425564	gtf	3da8b41d4a59c3269c316fe05258429b	tissue_normal	C3N-01847.RNA-Seq.R1.A	30bd8b82-d377-4e4a-8233-87dc305f5dcb	C3N-01847.RNA-Seq.R2.A	20343e6a-3fde-41dc-abc2-96a59ce7e5bc
C3N-01847_tumor	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01847_tumor.transcripts.gtf.gz	23321253	gtf	0f2b1ae5ad9d8412fd13057ac045533a	tumor	C3N-01847.RNA-Seq.R1.T	7a769205-8931-4eb0-b6d1-344016aa5232	C3N-01847.RNA-Seq.R2.T	cd0e6b1b-d41d-4719-ba6d-c16966ede8a1
C3N-01848_tissue_normal	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01848_tissue_normal.transcripts.gtf.gz	19399365	gtf	714d028eeb5ec75424d079cb59ab053b	tissue_normal	C3N-01848.RNA-Seq.R1.A	32347445-ca9b-48d5-86ed-8aa62be55b12	C3N-01848.RNA-Seq.R2.A	11bdc837-b506-432e-806c-a1010aa468b4
C3N-01848_tumor	UCEC	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01848_tumor.transcripts.gtf.gz	21024890	gtf	7e2a2e89778f172c8a6bf7a5a250371e	tumor	C3N-01848.RNA-Seq.R1.T	f9319d30-0a6a-4087-b77f-af799efb67b0	C3N-01848.RNA-Seq.R2.T	e63698ba-9f3a-4353-ac11-a4a669d86cc2
C3N-01850_tumor	GBM	RNA-Seq_Transcript	v1.0	20190529	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_Splicing_v1.0_Y2.b2_20190529/C3N-01850_tumor.transcripts.gtf.gz	20682921	gtf	65d61d9e1e5d199f3fbaa2996e34b503	tumor	C3N-01850.RNA-Seq.R1.T	766d3ff9-aab8-427d-9e21-d51090e2f843	C3N-01850.RNA-Seq.R2.T	80aac25a-c9cc-4aa2-a220-f54e3d88ff65
C3N-01851	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01851_tumor.transcripts.gtf.gz	22135742	gtf	04ff89f988fd45242a4860caca26eb7f	tumor	C3N-01851.RNA-Seq.R1.T	01bc3d1b-90a8-4045-a317-33d29575b67a	C3N-01851.RNA-Seq.R2.T	1054b7d7-4b9b-4700-bdef-e069dab8c849
C3N-01852	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01852_tumor.transcripts.gtf.gz	23032643	gtf	51291657831468eda0b8de2c0a67c3a1	tumor	C3N-01852.RNA-Seq.R1.T	44954158-c233-4b38-ba9f-4478abefe2c8	C3N-01852.RNA-Seq.R2.T	0710afd1-8d04-4b2b-971a-00b1b4e266ac
C3N-01856	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01856_tumor.transcripts.gtf.gz	20555712	gtf	86a362cc856bb6ade38e40b4c06099c2	tumor	C3N-01856.RNA-Seq.R1.T	ed6bb432-cdeb-4851-860d-43b50894e82a	C3N-01856.RNA-Seq.R2.T	9772e608-d91e-4d97-b16c-99dcbdd223e3
C3N-01857	GBM	RNA-Seq_Transcript	v1	20190426	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b1_20190426/C3N-01857_tumor.transcripts.gtf.gz	21009660	gtf	6bc8aadc17931de563e00b98528dac85	tumor	C3N-01857.RNA-Seq.R1.T	75787440-f3e5-48f8-959f-9ff711677d3d	C3N-01857.RNA-Seq.R2.T	5d5a71db-4335-4e75-bdbd-3f23655710be
C3N-01858	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01858_tumor.transcripts.gtf.gz	18047190	gtf	88d7212fd98eb69bb7bb2dcd1bfe92d6	tumor	C3N-01858.RNA-Seq.R1.T	bae560c8-d7af-44f5-965a-da697a6e0e1c	C3N-01858.RNA-Seq.R2.T	9f3e8507-33fa-4ac0-8a7b-3254f592d3b0
C3N-01859	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01859_tumor.transcripts.gtf.gz	18818230	gtf	02f8ea14b2547193e2eecedac20e8560	tumor	C3N-01859.RNA-Seq.R1.T	7178c94c-fbf8-4692-bec4-3147049203de	C3N-01859.RNA-Seq.R2.T	3e2513e3-1bbd-4e76-8e87-cc7e44061857
C3N-01871	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01871_tumor.transcripts.gtf.gz	20101121	gtf	a77f5abb4bc09ffd767d4bd1aab3473d	tumor	C3N-01871.RNA-Seq.R1.T	c582219c-ff38-4076-b3b3-ddf8067c82b1	C3N-01871.RNA-Seq.R2.T	5ffcee57-ae42-445e-9a13-7ccc027dd62d
C3N-01873	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01873_tumor.transcripts.gtf.gz	20082789	gtf	bb3f1849e551df1378b5c895625e297e	tumor	C3N-01873.RNA-Seq.R1.T	f90fd46f-b7f0-4fda-8263-3474ed77d522	C3N-01873.RNA-Seq.R2.T	47e0c561-0024-40fa-8129-855e50f14a27
C3N-01874	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01874_tumor.transcripts.gtf.gz	19175580	gtf	49ab0e0ceb57764697ed3294255ed203	tumor	C3N-01874.RNA-Seq.R1.T	d97a854b-3984-40dd-b01e-5810d95b0d69	C3N-01874.RNA-Seq.R2.T	3e8f5bf6-4e83-4d41-966c-627b192d3cad
C3N-01875	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01875_tissue_normal.transcripts.gtf.gz	19763476	gtf	f1bd714c9216065defa1b35d6a6fec46	tissue_normal	C3N-01875.RNA-Seq.R1.A	2d4e5d3b-3348-4e13-bf3c-8c724df75ee4	C3N-01875.RNA-Seq.R2.A	dbdf9de9-3c31-47a1-bfc9-3cf812b0d767
C3N-01875	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01875_tumor.transcripts.gtf.gz	19570390	gtf	781bb1806a65f4fd977cc686ff27e283	tumor	C3N-01875.RNA-Seq.R1.T	572fe453-742d-4535-8b2c-2f320cf01853	C3N-01875.RNA-Seq.R2.T	199d1d37-fa4e-4a5b-8cde-332a5846109a
C3N-01876	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01876_tissue_normal.transcripts.gtf.gz	20593652	gtf	df1ae8c508e1408c7aeea13de0c3c2a4	tissue_normal	C3N-01876.RNA-Seq.R1.A	e56a086a-9189-4798-9d29-b3972cb193f9	C3N-01876.RNA-Seq.R2.A	725a91e3-b8fd-4b89-b7b8-15091323cc5e
C3N-01876	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01876_tumor.transcripts.gtf.gz	20310846	gtf	67649dc8b90d8999f937f0f536e130a2	tumor	C3N-01876.RNA-Seq.R1.T	7b9c1e27-ab2d-4916-b7cd-e65bf866383e	C3N-01876.RNA-Seq.R2.T	9da87d3c-7add-44bd-a77d-73bffab555b0
C3N-01877	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01877_tumor.transcripts.gtf.gz	20762546	gtf	9bd3166da8e97409d894b7fd749498bb	tumor	C3N-01877.RNA-Seq.R1.T	a6a46db0-9e5e-4ad3-beaa-84d438688671	C3N-01877.RNA-Seq.R2.T	a6e9b1bc-3a45-4ca0-a3f2-c88d78fd2561
C3N-01878	UCEC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01878_tumor.transcripts.gtf.gz	19433881	gtf	84f45959123a23a25f2744b80ec0b749	tumor	C3N-01878.RNA-Seq.R1.T	970fa09c-f2f0-4c05-b6b4-024d45e36fd0	C3N-01878.RNA-Seq.R2.T	e3140a45-e48e-4db5-b8b7-efc0a547188b
C3N-01892	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01892_tissue_normal.transcripts.gtf.gz	21659719	gtf	fc6086ac9002742b1fdfa2dd25b4d4b1	tissue_normal	C3N-01892.RNA-Seq.R1.A	85c2ee4c-aaad-4171-bfc7-92090c09a5e9	C3N-01892.RNA-Seq.R2.A	68ec7002-bf61-4f73-87be-d9ac22afc871
C3N-01892	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01892_tumor.transcripts.gtf.gz	23106711	gtf	fdee67e0951581c7c19e75e61cbc6130	tumor	C3N-01892.RNA-Seq.R1.T	1c078fa3-dc53-4544-aee0-27967d868da1	C3N-01892.RNA-Seq.R2.T	07c9c548-d6cb-4061-a8ae-e38fb4153d93
C3N-01893	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01893_tissue_normal.transcripts.gtf.gz	20882369	gtf	0ddf91b61805850cd5269692abc19f10	tissue_normal	C3N-01893.RNA-Seq.R1.A	17a7dd75-5afc-4255-ab09-b3b56bf1f927	C3N-01893.RNA-Seq.R2.A	a69bb6ca-fcdf-4ba2-a40e-8e2cfc42293e
C3N-01893	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01893_tumor.transcripts.gtf.gz	21502324	gtf	37c5698590621497ea22c5e4d674fb42	tumor	C3N-01893.RNA-Seq.R1.T	4e602d6b-1d29-4c56-acdb-241cc128861d	C3N-01893.RNA-Seq.R2.T	943fbee4-66f9-42ab-9a74-e81edb1d5fb1
C3N-01897	PDA	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01897_tumor.transcripts.gtf.gz	17993194	gtf	b68f39647a174a80f963587fa09fdd10	tumor	C3N-01897.RNA-Seq.R1.T	393c145c-4d08-45f0-bd45-efd44aa457d4	C3N-01897.RNA-Seq.R2.T	ec5a4c86-6c49-41a3-b04a-4983b4862110
C3N-01902	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01902_tissue_normal.transcripts.gtf.gz	19713970	gtf	03ae6874b864ca19e6ca855d5a3de570	tissue_normal	C3N-01902.RNA-Seq.R1.A	9892b3ac-a2cd-4199-a0bc-7c1e9fc0a1d9	C3N-01902.RNA-Seq.R2.A	69d98970-62de-4d6d-b8bc-3b522702970d
C3N-01902	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01902_tumor.transcripts.gtf.gz	20066908	gtf	5bf73f50f7d52ef6aa8fcb220a66efaa	tumor	C3N-01902.RNA-Seq.R1.T	887a0ad3-d1e7-4d10-af01-e5918562f524	C3N-01902.RNA-Seq.R2.T	86aec419-ac8b-492c-af9a-092baeaab6eb
C3N-01905	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01905_tissue_normal.transcripts.gtf.gz	21565035	gtf	4df4f33d0607bb961c0055c8b6916931	tissue_normal	C3N-01905.RNA-Seq.R1.A	ec354fef-7a90-4200-b919-f019b764e28f	C3N-01905.RNA-Seq.R2.A	857de801-17c6-4e83-9b3a-6bc0ca7884a1
C3N-01905	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01905_tumor.transcripts.gtf.gz	20928434	gtf	515a40b5e963d28f64f0d62d6f776a53	tumor	C3N-01905.RNA-Seq.R1.T	634ad8f8-227e-4742-a2ea-a224081e3544	C3N-01905.RNA-Seq.R2.T	c2f011af-3c00-4720-931f-9a97b46e081a
C3N-01943	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01943_tissue_normal.transcripts.gtf.gz	20625451	gtf	5cf2a20f315b533a1ab39732cb62a283	tissue_normal	C3N-01943.RNA-Seq.R1.A	45275e46-5062-4d69-a686-d04d5547f604	C3N-01943.RNA-Seq.R2.A	5b426b25-d2f5-444d-9764-578b39d0aece
C3N-01943	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01943_tumor.transcripts.gtf.gz	19733249	gtf	f51073722ab11d0a97d518a784dad529	tumor	C3N-01943.RNA-Seq.R1.T	68c5614d-cbd8-420d-bd6e-f9d959a20e70	C3N-01943.RNA-Seq.R2.T	bdbdc07c-3db0-4346-b066-71179f83f3f5
C3N-01944	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01944_tissue_normal.transcripts.gtf.gz	20112932	gtf	d2f413ffb6e3e66be77fb4108558a4b9	tissue_normal	C3N-01944.RNA-Seq.R1.A	f660d943-e7c6-4666-96f6-ec0ff54b1a9b	C3N-01944.RNA-Seq.R2.A	2e940f03-221f-44bc-a712-f5f4c622d928
C3N-01944	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01944_tumor.transcripts.gtf.gz	20113979	gtf	95aee11d350037a0a0b2a9523dea3d27	tumor	C3N-01944.RNA-Seq.R1.T	8b942ced-227d-40f5-93ba-1b1cb81c9497	C3N-01944.RNA-Seq.R2.T	67e463f4-543c-462a-84ed-3b8e12491b11
C3N-01945	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-01945_tumor.transcripts.gtf.gz	20964693	gtf	91c9642e0087ca5173d529a366bdc3ba	tumor	C3N-01945.RNA-Seq.R1.T	fb578361-069b-4669-b06d-d5a645375596	C3N-01945.RNA-Seq.R2.T	8d79172c-3f63-4c2e-847e-5da91b1b22b3
